state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   1.727  0.000  1.000  1.819  1.415  0.980  1.295  0.361  1.000  1.002 13.051
2Sing?Sym   2.300  0.003  1.000  2.178  1.608  0.859  1.381 -0.356  1.004  1.015  9.152
3Sing?Sym   2.393  0.954  1.023  2.000  1.013  0.006  1.004 -0.001  1.058  1.181  5.195
4Sing?Sym   2.503  0.000  1.000  1.690  1.453  0.644  1.314  0.618  1.000  1.001 15.056
5Sing?Sym   3.126  0.000  1.000  1.896  1.801  0.869  1.779  0.377  1.005  1.021 10.044
6Sing?Sym   3.167  0.000  1.000  2.000  1.001  0.001  1.001 -0.000  1.015  1.046  6.181
7Sing?Sym   3.293  0.000  1.000  1.872  1.763  0.810  1.438  0.255  1.982  2.018 12.598
8Sing?Sym   3.331  0.000  1.000  1.979  1.486  0.327  1.334  0.043  1.653  1.852  8.683
9Sing?Sym   3.352  0.000  1.002  1.999  1.003  0.003  1.003  0.000  1.199  1.410  4.826
10Sing?Sym  3.403  0.000  1.000  1.852  1.583  0.905  1.372  0.295  1.442  1.637 12.153
11Sing?Sym  3.421  0.000  1.000  2.000  1.001  0.001  1.001 -0.000  1.025  1.073  6.290
12Sing?Sym  3.425  0.000  1.001  2.001  1.006  0.006  1.006  0.001  1.057  1.156  6.069
13Sing?Sym  3.485  0.001  1.001  2.023  1.099  0.090  1.094  0.038  1.213  1.440  5.708
14Sing?Sym  3.549  0.000  1.000  1.999  1.006  0.004  1.004 -0.001  1.955  2.022  6.181
15Sing?Sym  3.643  0.005  1.000  2.042  2.256  0.609  2.259 -0.496  1.010  1.037  4.914
16Sing?Sym  3.667  0.047  1.002  2.006  1.047  0.042  1.043 -0.014  1.471  1.833  5.083
17Sing?Sym  3.676  0.396  1.011  1.819  2.395  0.519  2.248 -0.051  1.550  2.020  4.637
18Sing?Sym  3.769  0.022  1.002  2.001  1.007  0.007  1.007 -0.000  1.612  1.831  5.607
19Sing?Sym  3.824  0.000  1.000  1.814  1.416  0.978  1.301  0.366  1.001  1.003 12.563
20Sing?Sym  3.860  1.223  1.003  2.088  2.026  0.745  1.830 -0.226  1.373  1.642  7.378
