state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   1.274  0.001  1.000  1.910  1.601  0.931  1.378  0.183  1.001  1.006 11.661
2Sing?Sym   2.378  1.087  1.021  1.991  1.061  0.036  1.030  0.018  1.092  1.257  5.646
3Sing?Sym   2.389  0.029  1.000  1.707  1.483  0.620  1.328  0.590  1.003  1.012 14.211
4Sing?Sym   2.782  0.002  1.000  1.871  1.602  0.908  1.378  0.263  1.266  1.460 12.385
5Sing?Sym   2.865  0.492  1.004  1.896  1.779  0.859  1.698  0.214  1.115  1.253 10.520
6Sing?Sym   2.878  0.249  1.002  1.901  1.689  0.892  1.540  0.204  1.193  1.366 11.036
7Sing?Sym   3.189  0.000  1.000  2.000  1.001  0.001  1.001  0.001  1.015  1.047  6.179
8Sing?Sym   3.330  0.000  1.000  2.054  1.122  0.110  1.111 -0.099  1.018  1.054  6.126
9Sing?Sym   3.351  0.000  1.002  2.001  1.015  0.015  1.015  0.002  1.230  1.460  4.852
10Sing?Sym  3.368  0.007  1.000  1.914  1.633  0.916  1.398  0.179  1.026  1.078 11.088
11Sing?Sym  3.438  0.001  1.001  2.000  1.014  0.013  1.014  0.004  1.089  1.220  6.154
12Sing?Sym  3.444  0.000  1.000  2.001  1.001  0.001  1.001  0.001  1.026  1.076  6.284
13Sing?Sym  3.478  0.000  1.001  2.005  1.196  0.161  1.169  0.011  1.220  1.448  6.525
14Sing?Sym  3.527  0.350  1.006  1.897  2.141  0.319  1.469  0.002  2.611  2.949  7.412
15Sing?Sym  3.547  0.346  1.006  1.892  2.173  0.331  1.502  0.004  2.778  3.111  7.548
16Sing?Sym  3.622  0.000  1.000  2.070  1.164  0.144  1.146 -0.129  1.039  1.103  6.083
17Sing?Sym  3.660  0.046  1.002  1.987  1.073  0.068  1.070  0.030  1.367  1.651  5.654
18Sing?Sym  3.773  0.025  1.002  1.993  1.028  0.027  1.028  0.015  1.574  1.790  6.024
19Sing?Sym  3.780  0.019  1.002  1.656  2.241  0.629  2.204  0.552  1.043  1.139  9.623
20Sing?Sym  3.852  0.002  1.000  1.677  1.389  0.782  1.282  0.650  1.080  1.203 13.786
