state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   0.398  0.001  1.002  1.554  1.126  0.887  1.113  0.886  1.001  1.004  9.979
2Sing?Sym   2.123  0.661  1.024  1.929  1.159  0.136  1.136  0.129  1.069  1.187  6.491
3Sing?Sym   2.200  0.005  1.001  1.554  1.133  0.882  1.119  0.880  1.017  1.057 10.464
4Sing?Sym   2.260  0.664  1.006  1.672  1.527  0.551  1.436  0.537  1.979  2.036  8.452
5Sing?Sym   2.309  0.117  1.005  1.622  1.414  0.662  1.366  0.650  1.984  2.048  9.172
6Sing?Sym   2.489  0.000  1.000  1.517  1.041  0.960  1.040  0.960  1.006  1.021 11.176
7Sing?Sym   2.603  0.000  1.000  1.589  1.214  0.817  1.178  0.816  1.008  1.030 10.704
8Sing?Sym   2.736  0.006  1.000  1.555  1.131  0.883  1.118  0.881  1.005  1.021  9.427
9Sing?Sym   2.925  0.000  1.000  1.955  1.098  0.090  1.091  0.084  1.059  1.162  6.646
10Sing?Sym  2.931  0.000  1.000  1.969  1.066  0.062  1.062  0.056  1.060  1.163  6.554
11Sing?Sym  3.148  0.001  1.001  1.989  1.022  0.021  1.021  0.015  1.035  1.108  5.547
12Sing?Sym  3.181  0.000  1.002  1.998  1.003  0.003  1.003 -0.001  1.088  1.227  5.930
13Sing?Sym  3.189  0.000  1.000  1.999  1.002  0.002  1.002 -0.002  1.020  1.059  6.504
14Sing?Sym  3.296  0.201  1.008  1.418  1.513  0.633  1.497  0.566  1.085  1.253  8.994
15Sing?Sym  3.345  0.014  1.000  1.887  1.264  0.196  1.202  0.184  2.202  2.630  7.121
16Sing?Sym  3.362  0.117  1.003  1.536  1.477  0.634  1.512  0.596  1.403  1.750  9.054
17Sing?Sym  3.377  0.000  1.000  1.944  1.119  0.111  1.124  0.014  2.021  2.163  6.161
18Sing?Sym  3.382  0.003  1.000  1.952  1.100  0.093  1.101  0.034  2.072  2.207  6.217
19Sing?Sym  3.541  0.032  1.002  1.954  1.098  0.090  1.093  0.069  1.715  2.147  5.481
20Sing?Sym  3.593  0.047  1.003  1.983  1.034  0.032  1.033  0.019  1.602  1.975  5.592
