state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   2.418  1.455  1.020  1.680  2.143  0.530  2.132  0.138  1.032  1.102  6.926
2Sing?Sym   2.925  0.017  1.001  1.677  2.078  0.679  1.922 -0.025  1.931  1.988  8.543
3Sing?Sym   3.377  0.001  1.001  1.827  1.639  0.384  1.617  0.033  1.814  1.973  6.358
4Sing?Sym   3.446  0.245  1.023  1.657  2.039  0.302  1.679  0.049  2.155  2.581  5.162
5Sing?Sym   3.730  0.000  1.000  1.633  2.316  0.565  2.300  0.193  1.012  1.041  5.349
6Sing?Sym   3.808  0.007  1.001  1.750  1.871  0.454  1.845 -0.029  1.250  1.491  6.615
7Sing?Sym   3.852  0.041  1.003  1.722  1.880  0.599  1.881  0.096  2.819  3.033  8.108
8Sing?Sym   4.012  0.025  1.002  1.733  1.874  0.516  1.908  0.066  2.003  2.323  7.331
9Sing?Sym   4.090  0.015  1.002  1.655  2.103  0.484  2.057  0.037  2.247  2.642  6.976
10Sing?Sym  4.137  0.023  1.004  1.724  1.868  0.357  1.700 -0.056  2.457  2.886  6.217
11Sing?Sym  4.251  0.000  1.000  2.040  2.231  0.626  2.227 -0.555  1.017  1.058  4.912
12Sing?Sym  4.299  0.027  1.003  1.549  2.025  0.534  2.022  0.321  1.181  1.487  7.335
13Sing?Sym  4.387  0.011  1.002  1.590  2.049  0.519  2.041  0.182  2.826  3.405  7.610
14Sing?Sym  4.394  0.000  1.000  1.585  2.358  0.512  2.246  0.101  1.088  1.222  5.508
15Sing?Sym  4.411  0.010  1.001  1.616  2.040  0.514  2.042  0.107  2.514  3.035  7.728
16Sing?Sym  4.511  0.027  1.007  1.613  2.207  0.516  2.188  0.073  1.976  2.634  6.654
17Sing?Sym  4.673  0.006  1.002  1.656  2.050  0.408  1.912  0.062  2.310  3.044  6.434
18Sing?Sym  4.692  0.046  1.003  1.752  1.733  0.347  1.614 -0.087  3.020  3.624  6.510
19Sing?Sym  4.816  0.059  1.002  1.690  1.843  0.507  1.856  0.052  1.941  2.534  7.653
20Sing?Sym  4.843  0.000  1.000  1.702  2.178  0.516  2.129 -0.053  1.196  1.387  6.927
