state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   1.040  0.000  1.000  1.941  1.542  0.971  1.354  0.122  1.000  1.002 15.303
2Sing?Sym   2.041  0.001  1.000  2.093  1.712  0.871  1.419 -0.183  1.005  1.020 13.704
3Sing?Sym   2.179  1.006  1.031  2.005  1.023  0.011  1.008 -0.001  1.066  1.191  5.317
4Sing?Sym   2.311  0.000  1.000  1.901  1.530  0.964  1.349  0.202  1.002  1.009 17.535
5Sing?Sym   2.558  0.001  1.000  2.351  1.364  0.702  1.269 -0.697  1.004  1.016  9.111
6Sing?Sym   2.784  0.360  1.001  1.979  1.725  0.902  1.650  0.188  1.010  1.039 13.881
7Sing?Sym   2.824  0.001  1.000  1.943  1.559  0.964  1.366  0.125  1.023  1.068 15.491
8Sing?Sym   2.855  0.000  1.000  2.035  1.208  0.170  1.175 -0.063  1.035  1.105  7.661
9Sing?Sym   2.935  0.000  1.000  2.001  1.001  0.001  1.001  0.001  1.013  1.042  6.342
10Sing?Sym  2.979  0.000  1.000  2.462  1.047  0.990  1.045 -0.921  1.000  1.002 13.551
11Sing?Sym  3.138  0.000  1.000  2.013  1.193  0.158  1.163 -0.023  1.012  1.045  7.627
12Sing?Sym  3.193  0.000  1.002  2.012  1.143  0.123  1.127 -0.017  1.126  1.295  6.838
13Sing?Sym  3.201  0.000  1.000  2.001  1.001  0.001  1.001  0.001  1.022  1.063  6.485
14Sing?Sym  3.213  1.180  1.011  1.919  2.340  0.552  2.288  0.135  1.066  1.215  7.973
15Sing?Sym  3.216  0.001  1.001  2.028  1.753  0.459  1.434 -0.051  1.030  1.103 10.705
16Sing?Sym  3.358  0.000  1.000  1.942  1.597  0.944  1.380  0.124  1.057  1.155 14.807
17Sing?Sym  3.368  0.000  1.000  2.001  1.031  0.030  1.030  0.005  2.086  2.223  6.541
18Sing?Sym  3.374  0.000  1.000  2.022  1.062  0.059  1.060  0.040  1.447  1.684  5.709
19Sing?Sym  3.514  0.000  1.000  2.074  1.175  0.151  1.152 -0.134  1.084  1.208  6.555
20Sing?Sym  3.556  0.026  1.002  1.994  1.200  0.166  1.176  0.027  1.581  1.857  7.612
