state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   0.763  0.001  1.001  1.758  1.433  0.906  1.304  0.483  1.002  1.007 10.766
2Sing?Sym   1.977  0.000  1.000  1.698  1.469  0.631  1.321  0.602  1.000  1.002 12.430
3Sing?Sym   2.172  0.972  1.032  1.995  1.023  0.012  1.009  0.001  1.076  1.214  5.276
4Sing?Sym   2.542  0.530  1.005  1.730  1.569  0.844  1.526  0.444  1.022  1.076  9.553
5Sing?Sym   2.585  0.003  1.000  1.756  1.442  0.900  1.310  0.484  1.047  1.129 11.345
6Sing?Sym   2.791  0.000  1.000  1.711  1.369  0.891  1.271  0.577  1.034  1.093 10.760
7Sing?Sym   2.916  0.000  1.000  2.000  1.001  0.001  1.001 -0.001  1.013  1.041  6.338
8Sing?Sym   2.948  0.000  1.000  2.042  1.328  0.245  1.251 -0.086  1.013  1.043  6.705
9Sing?Sym   3.030  0.000  1.000  1.993  1.962  0.745  1.494  0.013  1.005  1.019  8.159
10Sing?Sym  3.077  0.007  1.000  1.760  1.447  0.900  1.315  0.473  1.008  1.030 10.058
11Sing?Sym  3.147  0.001  1.001  1.994  1.022  0.021  1.021  0.011  1.027  1.088  6.099
12Sing?Sym  3.176  0.000  1.000  2.000  1.001  0.001  1.001 -0.000  1.020  1.061  6.477
13Sing?Sym  3.180  0.000  1.002  1.999  1.003  0.003  1.003 -0.000  1.109  1.263  5.405
14Sing?Sym  3.340  0.001  1.001  1.983  1.097  0.088  1.091 -0.029  1.402  1.655  5.934
15Sing?Sym  3.379  0.001  1.000  1.999  1.003  0.003  1.003 -0.000  1.942  2.002  6.122
16Sing?Sym  3.510  0.005  1.001  1.730  1.525  0.579  1.350  0.535  1.173  1.367 10.775
17Sing?Sym  3.539  0.410  1.009  1.639  2.104  0.655  2.099  0.166  1.288  1.698  9.098
18Sing?Sym  3.591  0.029  1.002  1.903  1.286  0.231  1.231  0.185  1.515  1.833  7.640
19Sing?Sym  3.594  0.045  1.003  1.997  1.012  0.012  1.012  0.000  1.516  1.787  5.432
20Sing?Sym  3.622  0.011  1.001  1.654  1.676  0.612  1.654  0.514  1.169  1.396 10.355
