state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   1.174  0.001  1.000  1.686  1.283  0.936  1.222  0.628  1.001  1.005 11.474
2Sing?Sym   2.387  1.057  1.022  1.990  1.034  0.015  1.012  0.004  1.088  1.248  5.215
3Sing?Sym   2.752  0.004  1.000  1.711  1.360  0.903  1.267  0.576  1.868  1.969 12.118
4Sing?Sym   2.782  0.497  1.004  1.650  1.490  0.830  1.499  0.549  1.042  1.128  9.918
5Sing?Sym   2.811  0.000  1.000  1.725  1.410  0.876  1.296  0.549  1.853  1.925 11.170
6Sing?Sym   2.924  0.000  1.000  1.674  1.419  0.667  1.297  0.651  1.004  1.015 12.053
7Sing?Sym   3.088  0.000  1.000  1.585  1.197  0.832  1.165  0.829  1.000  1.002 13.611
8Sing?Sym   3.182  0.000  1.000  2.000  1.001  0.001  1.001 -0.000  1.015  1.047  6.165
9Sing?Sym   3.257  0.007  1.000  1.686  1.295  0.930  1.233  0.617  1.004  1.016 10.882
10Sing?Sym  3.281  0.000  1.000  2.031  1.129  0.114  1.117 -0.062  1.020  1.059  6.203
11Sing?Sym  3.355  0.000  1.002  1.999  1.003  0.003  1.003  0.000  1.198  1.408  4.757
12Sing?Sym  3.436  0.000  1.001  1.998  1.007  0.007  1.007  0.002  1.040  1.124  6.100
13Sing?Sym  3.437  0.000  1.000  2.000  1.001  0.001  1.001 -0.000  1.026  1.076  6.274
14Sing?Sym  3.496  0.502  1.011  1.448  1.934  0.479  1.856  0.098  1.171  1.451  7.689
15Sing?Sym  3.509  0.005  1.001  1.977  1.125  0.102  1.107 -0.030  1.225  1.481  5.953
16Sing?Sym  3.548  0.010  1.000  1.987  1.038  0.015  1.012  0.002  2.055  2.200  6.240
17Sing?Sym  3.642  0.001  1.000  1.996  1.791  0.857  1.445  0.008  1.007  1.029  8.171
18Sing?Sym  3.670  0.048  1.002  1.986  1.061  0.057  1.059  0.023  1.425  1.710  5.247
19Sing?Sym  3.774  0.023  1.002  1.997  1.010  0.010  1.010  0.001  1.629  1.841  5.677
20Sing?Sym  3.856  0.001  1.000  1.704  1.378  0.873  1.277  0.586  1.147  1.362 11.749
