state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   2.991  1.478  1.015  1.506  2.148  0.527  2.104  0.225  1.045  1.146  5.652
2Sing?Sym   3.798  0.020  1.003  1.692  2.044  0.535  1.986 -0.044  1.086  1.221  6.629
3Sing?Sym   3.839  0.007  1.000  1.540  2.244  0.687  2.113 -0.025  2.009  2.041  7.565
4Sing?Sym   4.053  0.000  1.000  1.639  2.311  0.615  2.262  0.421  1.056  1.150  4.682
5Sing?Sym   4.213  0.019  1.015  1.516  2.173  0.343  1.771 -0.071  2.164  2.527  4.454
6Sing?Sym   4.436  0.038  1.003  1.332  1.758  0.480  1.577  0.467  1.067  1.198  6.395
7Sing?Sym   4.447  0.001  1.000  1.826  1.999  0.510  1.924 -0.107  1.019  1.065  4.605
8Sing?Sym   4.584  0.023  1.004  1.503  2.142  0.511  2.115  0.149  1.257  1.555  5.218
9Sing?Sym   4.603  0.001  1.000  1.425  2.000  0.463  1.922  0.039  1.244  1.542  4.790
10Sing?Sym  4.624  0.003  1.001  1.689  1.774  0.578  1.684  0.313  1.404  1.695  7.675
11Sing?Sym  4.684  0.000  1.000  1.960  2.352  0.626  2.341 -0.507  1.122  1.286  4.265
12Sing?Sym  4.791  0.005  1.000  1.444  2.038  0.467  1.977  0.087  2.055  2.204  6.029
13Sing?Sym  4.912  0.000  1.000  1.492  2.146  0.518  2.137  0.016  1.092  1.240  5.424
14Sing?Sym  5.017  0.036  1.002  1.575  2.061  0.588  2.024 -0.030  1.525  1.858  7.982
15Sing?Sym  5.049  0.019  1.001  1.566  2.267  0.761  1.848 -0.056  3.016  3.263  8.360
16Sing?Sym  5.178  0.006  1.007  1.652  2.175  0.378  1.903 -0.070  2.893  3.832  4.576
17Sing?Sym  5.242  0.000  1.000  1.629  2.116  0.548  2.087 -0.019  1.035  1.110  4.167
18Sing?Sym  5.306  0.031  1.002  1.292  1.664  0.360  1.597 -0.077  1.531  2.024  5.863
19Sing?Sym  5.371  0.000  1.000  1.712  2.507  0.575  2.474  0.113  1.404  1.695  5.771
20Sing?Sym  5.372  0.000  1.000  1.373  1.872  0.386  1.743  0.087  1.391  1.652  4.629
