state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   2.908  1.236  1.004  1.904  2.114  0.691  2.033  0.823  1.018  1.066  9.230
2Sing?Sym   3.497  0.558  1.005  1.720  2.257  0.603  2.235  0.314  1.304  1.541  9.057
3Sing?Sym   3.791  0.266  1.008  2.163  2.794  0.536  2.475  0.174  1.356  1.686  6.379
4Sing?Sym   4.002  0.029  1.002  2.222  1.770  0.627  1.545  0.370  1.151  1.380  6.965
5Sing?Sym   4.078  0.004  1.000  2.201  1.622  0.689  1.521  1.082  1.272  1.506  5.788
6Sing?Sym   4.217  0.024  1.000  1.670  2.124  0.553  2.049  0.235  1.688  2.124  7.987
7Sing?Sym   4.297  0.003  1.000  2.258  2.208  0.679  2.151  0.675  1.672  2.078  7.844
8Sing?Sym   4.343  0.117  1.000  2.047  2.822  0.732  2.683 -0.187  1.838  2.283 10.361
9Sing?Sym   4.485  0.004  1.001  1.917  2.439  0.507  2.240  0.231  2.083  2.450  6.852
10Sing?Sym  4.518  0.011  1.000  1.778  2.069  0.510  1.967  0.406  2.020  2.180  7.169
11Sing?Sym  4.560  0.003  1.001  2.211  2.580  0.654  2.447  0.222  2.584  3.014  9.143
12Sing?Sym  4.587  0.006  1.004  2.063  2.724  0.534  2.563  0.283  2.142  2.760  7.510
13Sing?Sym  4.627  0.002  1.000  2.252  1.857  0.558  1.720  0.377  1.109  1.290  5.060
14Sing?Sym  4.639  0.002  1.000  1.965  2.620  0.714  2.584  0.399  2.523  2.984 10.581
15Sing?Sym  4.651  0.005  1.000  1.817  2.428  0.682  2.305  0.582  2.083  2.569 10.272
16Sing?Sym  4.721  0.019  1.001  2.232  2.375  0.575  2.313  0.112  2.179  2.785  7.247
17Sing?Sym  4.740  0.022  1.000  1.881  2.340  0.863  1.764 -0.044  1.724  2.100 12.978
18Sing?Sym  4.954  0.004  1.000  1.755  2.430  0.612  2.195  0.405  1.905  2.434  9.206
19Sing?Sym  5.034  0.003  1.000  2.003  2.265  0.764  2.247  0.394  1.415  1.690 10.783
20Sing?Sym  5.036  0.012  1.001  1.940  2.712  0.650  2.670  0.006  1.730  2.193  9.680
