state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   1.309  0.000  1.000  1.711  1.253  0.997  1.203  0.581  1.000  1.001 20.770
2Sing?Sym   2.087  0.000  1.000  2.060  1.530  0.978  1.349 -0.117  1.002  1.008 17.769
3Sing?Sym   2.396  1.210  1.022  2.002  1.043  0.012  1.004  0.006  1.085  1.252  5.240
4Sing?Sym   2.767  0.000  1.000  1.817  1.442  0.962  1.308  0.369  1.014  1.044 19.918
5Sing?Sym   2.796  1.683  1.006  1.646  1.806  0.435  1.673  0.511  1.064  1.198  7.734
6Sing?Sym   2.899  0.000  1.000  1.713  1.257  0.996  1.208  0.582  1.012  1.037 20.907
7Sing?Sym   3.021  0.003  1.000  1.732  1.298  0.987  1.261  0.610  1.000  1.002 20.566
8Sing?Sym   3.080  0.000  1.000  1.528  1.030  0.999  1.029  0.946  1.000  1.000 23.132
9Sing?Sym   3.154  0.000  1.000  1.729  1.540  0.674  1.353  0.547  1.024  1.074 18.018
10Sing?Sym  3.181  0.000  1.000  1.789  1.618  0.539  1.386  0.427  1.029  1.086 18.243
11Sing?Sym  3.196  0.000  1.000  1.596  1.173  0.903  1.148  0.812  1.009  1.031 20.928
12Sing?Sym  3.215  0.000  1.000  2.000  1.002  0.002  1.002  0.001  1.017  1.053  6.122
13Sing?Sym  3.237  0.000  1.000  2.374  1.306  0.746  1.236 -0.745  1.003  1.010  9.146
14Sing?Sym  3.368  0.000  1.002  2.002  1.004  0.004  1.004 -0.001  1.213  1.428  4.702
15Sing?Sym  3.380  0.000  1.000  1.709  1.251  0.997  1.204  0.589  1.000  1.001 20.539
16Sing?Sym  3.425  0.000  1.000  2.435  1.071  0.998  1.067 -0.868  1.000  1.000 16.021
17Sing?Sym  3.453  0.000  1.001  2.012  1.025  0.024  1.024 -0.021  1.030  1.097  5.924
18Sing?Sym  3.458  0.234  1.001  1.642  1.804  0.565  1.806  0.198  1.704  1.874  9.841
19Sing?Sym  3.472  0.000  1.000  2.000  1.001  0.001  1.001  0.001  1.027  1.076  6.220
20Sing?Sym  3.551  0.000  1.000  2.004  1.009  0.008  1.008 -0.002  1.936  2.000  6.182
