state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   2.016  0.002  1.000  1.535  1.079  0.926  1.074  0.926  1.000  1.002  9.818
2Sing?Sym   2.340  0.103  1.002  1.702  1.468  0.594  1.321  0.592  1.006  1.024  9.455
3Sing?Sym   2.414  0.678  1.020  1.960  1.085  0.077  1.077  0.074  1.044  1.138  5.908
4Sing?Sym   3.200  0.000  1.000  1.999  1.001  0.001  1.001 -0.000  1.017  1.055  6.145
5Sing?Sym   3.228  0.000  1.000  1.955  1.098  0.090  1.091  0.082  1.023  1.071  6.161
6Sing?Sym   3.365  0.000  1.002  1.998  1.004  0.003  1.003  0.000  1.210  1.425  4.725
7Sing?Sym   3.445  0.000  1.001  1.994  1.012  0.012  1.012  0.010  1.026  1.086  5.962
8Sing?Sym   3.456  0.000  1.000  2.000  1.001  0.001  1.001 -0.001  1.026  1.075  6.248
9Sing?Sym   3.546  0.000  1.000  1.981  1.040  0.038  1.039  0.033  1.912  1.983  6.381
10Sing?Sym  3.564  0.000  1.000  1.973  1.056  0.052  1.055 -0.005  1.338  1.570  5.397
11Sing?Sym  3.600  0.000  1.000  1.550  1.120  0.892  1.109  0.891  1.107  1.231 10.277
12Sing?Sym  3.603  0.019  1.002  1.931  1.154  0.136  1.137  0.124  1.408  1.708  5.157
13Sing?Sym  3.652  0.000  1.000  1.525  1.173  0.850  1.173  0.840  1.035  1.102  8.916
14Sing?Sym  3.773  0.003  1.000  1.963  1.080  0.073  1.075  0.061  1.106  1.271  5.923
15Sing?Sym  3.778  0.000  1.000  1.594  1.225  0.808  1.185  0.807  1.132  1.275  9.903
16Sing?Sym  3.782  0.033  1.002  1.993  1.014  0.013  1.014  0.009  1.590  1.835  5.650
17Sing?Sym  3.902  0.001  1.011  1.962  1.082  0.074  1.075  0.067  2.143  2.552  5.060
18Sing?Sym  3.919  0.022  1.001  1.833  1.400  0.332  1.290  0.327  1.568  1.779  6.337
19Sing?Sym  3.942  0.000  1.001  1.690  1.455  0.613  1.318  0.610  1.092  1.227  9.938
20Sing?Sym  3.996  0.000  1.000  1.644  1.464  0.643  1.378  0.606  1.013  1.044  9.170
