state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   2.689  1.322  1.012  1.691  2.081  0.540  2.066  0.213  1.031  1.106  6.928
2Sing?Sym   3.190  0.047  1.000  1.708  2.005  0.638  1.945 -0.011  1.963  2.012  8.284
3Sing?Sym   3.512  0.002  1.000  1.822  1.651  0.405  1.636  0.046  1.877  2.002  6.463
4Sing?Sym   3.614  0.258  1.018  1.659  2.029  0.270  1.588  0.040  2.271  2.689  4.861
5Sing?Sym   3.975  0.051  1.003  1.718  1.854  0.596  1.834  0.162  2.727  2.953  8.255
6Sing?Sym   4.028  0.004  1.000  1.758  1.845  0.458  1.825 -0.018  1.221  1.498  6.300
7Sing?Sym   4.095  0.000  1.000  1.572  2.254  0.550  2.224  0.181  1.017  1.055  5.200
8Sing?Sym   4.170  0.043  1.005  1.667  1.947  0.496  1.956  0.024  2.137  2.578  7.528
9Sing?Sym   4.283  0.008  1.003  1.744  1.902  0.423  1.816  0.083  2.294  2.702  6.098
10Sing?Sym  4.326  0.001  1.001  1.685  2.010  0.377  1.825  0.018  2.640  3.017  6.065
11Sing?Sym  4.423  0.041  1.002  1.613  1.997  0.540  1.994  0.269  1.892  2.483  7.643
12Sing?Sym  4.452  0.027  1.002  1.663  1.948  0.534  1.954  0.123  2.775  3.279  7.917
13Sing?Sym  4.535  0.000  1.000  2.066  2.196  0.615  2.189 -0.530  1.018  1.062  4.777
14Sing?Sym  4.552  0.002  1.001  1.504  1.983  0.532  1.967  0.345  1.176  1.454  7.669
15Sing?Sym  4.639  0.075  1.005  1.677  2.174  0.561  2.164  0.062  2.437  3.008  7.250
16Sing?Sym  4.677  0.000  1.000  1.617  2.422  0.514  2.270  0.182  1.119  1.280  5.079
17Sing?Sym  4.757  0.050  1.006  1.745  1.773  0.323  1.587 -0.110  2.572  3.283  6.209
18Sing?Sym  4.855  0.004  1.000  1.659  1.977  0.399  1.863  0.071  3.140  3.707  6.387
19Sing?Sym  4.911  0.053  1.001  1.648  1.962  0.495  1.952  0.067  2.816  3.445  7.522
20Sing?Sym  5.086  0.000  1.000  1.645  2.148  0.475  2.069 -0.130  1.465  1.698  7.020
