state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   2.521  1.044  1.018  1.493  1.892  0.518  1.895  0.239  1.030  1.099  5.944
2Sing?Sym   3.057  0.046  1.001  1.549  1.981  0.618  1.879  0.003  1.894  1.968  6.677
3Sing?Sym   3.393  0.012  1.001  1.680  1.737  0.469  1.717  0.199  1.653  1.856  5.785
4Sing?Sym   3.566  0.125  1.019  1.548  1.979  0.290  1.687  0.042  2.234  2.624  4.514
5Sing?Sym   3.791  0.005  1.001  1.723  1.602  0.450  1.508  0.351  1.138  1.308  5.497
6Sing?Sym   3.899  0.022  1.003  1.650  1.832  0.553  1.825  0.051  2.322  2.656  6.002
7Sing?Sym   4.119  0.003  1.000  1.640  1.826  0.383  1.740 -0.155  1.994  2.161  4.972
8Sing?Sym   4.136  0.009  1.000  1.522  1.995  0.480  1.991 -0.027  2.605  2.861  5.515
9Sing?Sym   4.232  0.042  1.003  1.564  1.962  0.485  1.960  0.061  2.727  2.974  6.194
10Sing?Sym  4.259  0.007  1.003  1.507  1.997  0.435  1.964  0.034  2.646  3.027  5.226
11Sing?Sym  4.331  0.046  1.002  1.490  1.942  0.446  1.922  0.171  1.941  2.465  6.164
12Sing?Sym  4.440  0.002  1.001  1.361  1.737  0.492  1.698  0.318  1.361  1.773  6.677
13Sing?Sym  4.475  0.053  1.003  1.689  1.748  0.529  1.770  0.037  2.058  2.630  6.192
14Sing?Sym  4.742  0.012  1.004  1.564  1.956  0.511  1.954  0.083  2.323  3.089  6.129
15Sing?Sym  4.774  0.001  1.001  1.503  1.998  0.414  1.941  0.029  3.291  3.793  5.780
16Sing?Sym  4.794  0.005  1.001  1.603  1.904  0.390  1.822  0.099  2.745  3.359  5.346
17Sing?Sym  4.885  0.128  1.003  1.654  1.823  0.486  1.834 -0.051  2.847  3.409  6.028
18Sing?Sym  4.953  0.006  1.000  1.327  1.786  0.340  1.668 -0.033  1.344  1.771  5.074
19Sing?Sym  5.036  0.016  1.001  1.385  1.900  0.403  1.842 -0.017  2.052  2.645  5.851
20Sing?Sym  5.155  0.004  1.000  1.780  1.522  0.320  1.490 -0.052  1.900  2.461  5.050
