state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   3.158  1.272  1.017  1.689  2.477  0.608  2.448  0.356  1.028  1.095  5.099
2Sing?Sym   3.668  0.042  1.003  1.791  2.280  0.580  2.180  0.199  1.062  1.171  5.803
3Sing?Sym   3.756  0.085  1.004  1.796  2.488  0.683  2.445  0.152  1.033  1.113  5.545
4Sing?Sym   4.070  0.002  1.002  1.720  2.506  0.706  2.349  0.151  1.537  1.783  6.422
5Sing?Sym   4.329  0.000  1.001  1.892  1.979  0.522  1.785  0.093  1.002  1.010  4.040
6Sing?Sym   4.641  0.009  1.012  1.546  2.229  0.420  1.991 -0.064  1.699  2.244  4.600
7Sing?Sym   4.675  0.000  1.000  1.788  2.075  0.690  2.056  0.705  1.016  1.052  4.285
8Sing?Sym   4.744  0.017  1.001  1.791  1.768  0.494  1.642  0.227  1.346  1.609  6.392
9Sing?Sym   4.935  0.000  1.000  1.453  2.039  0.481  1.956 -0.204  1.089  1.200  4.937
10Sing?Sym  4.988  0.007  1.001  1.583  2.245  0.564  2.214  0.318  1.925  2.127  5.271
11Sing?Sym  5.069  0.000  1.000  1.425  1.913  0.461  1.825 -0.098  1.113  1.251  4.744
12Sing?Sym  5.262  0.030  1.003  1.675  2.450  0.508  2.250  0.016  3.059  3.554  4.849
13Sing?Sym  5.311  0.057  1.002  1.618  2.144  0.581  2.127  0.024  1.528  1.869  7.178
14Sing?Sym  5.324  0.065  1.003  1.629  2.472  0.617  2.457 -0.052  2.952  3.436  5.837
15Sing?Sym  5.359  0.000  1.000  1.931  2.032  0.485  2.024  0.207  1.027  1.082  2.919
16Sing?Sym  5.398  0.000  1.002  1.692  2.467  0.690  2.332  0.208  2.019  2.627  5.921
17Sing?Sym  5.490  0.000  1.000  1.586  2.058  0.549  2.043 -0.094  1.010  1.038  3.216
18Sing?Sym  5.575  0.043  1.003  1.826  2.784  0.714  2.687 -0.229  1.865  2.474  5.843
19Sing?Sym  5.644  0.086  1.005  1.668  2.116  0.465  2.039  0.076  2.574  3.266  5.120
20Sing?Sym  5.661  0.000  1.000  1.443  1.571  0.328  1.485 -0.272  1.047  1.128  2.969
