state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   0.506  0.001  1.001  1.928  1.670  0.903  1.404  0.148  1.001  1.005 11.493
2Sing?Sym   1.984  0.001  1.000  1.717  1.512  0.657  1.341  0.569  1.002  1.010 14.252
3Sing?Sym   2.144  1.481  1.027  1.989  1.148  0.075  1.063  0.011  1.251  1.501  5.558
4Sing?Sym   2.277  0.059  1.001  1.863  1.616  0.896  1.400  0.278  1.884  1.963 12.596
5Sing?Sym   2.306  0.292  1.008  1.900  1.855  0.806  1.660  0.202  1.676  1.847 10.601
6Sing?Sym   2.338  0.122  1.002  1.908  1.694  0.886  1.470  0.187  1.400  1.600 11.311
7Sing?Sym   2.832  0.007  1.000  1.931  1.679  0.900  1.412  0.146  1.005  1.019 10.931
8Sing?Sym   2.927  0.000  1.000  2.001  1.001  0.001  1.001  0.001  1.013  1.040  6.355
9Sing?Sym   2.999  0.000  1.000  2.063  1.145  0.129  1.129 -0.121  1.013  1.040  6.397
10Sing?Sym  3.139  0.432  1.012  1.896  2.361  0.394  1.719 -0.013  2.086  2.317  7.591
11Sing?Sym  3.148  0.262  1.009  1.926  1.883  0.276  1.344 -0.008  2.012  2.229  7.043
12Sing?Sym  3.184  0.000  1.002  2.001  1.004  0.004  1.004  0.001  1.105  1.261  5.796
13Sing?Sym  3.189  0.000  1.000  2.001  1.001  0.001  1.001  0.001  1.020  1.061  6.481
14Sing?Sym  3.312  0.001  1.001  1.997  1.176  0.148  1.157 -0.005  1.334  1.601  6.551
15Sing?Sym  3.370  0.001  1.000  2.000  1.016  0.016  1.016  0.003  1.991  2.080  6.218
16Sing?Sym  3.432  0.000  1.000  2.082  1.195  0.169  1.169 -0.156  1.036  1.095  6.353
17Sing?Sym  3.433  0.015  1.000  1.922  1.703  0.891  1.447  0.146  1.033  1.105 11.862
18Sing?Sym  3.452  0.003  1.000  1.759  1.610  0.711  1.383  0.486  1.090  1.223 12.598
19Sing?Sym  3.538  0.007  1.002  1.677  2.016  0.642  2.046  0.529  1.097  1.244 10.679
20Sing?Sym  3.556  0.024  1.002  1.913  1.281  0.229  1.234  0.176  1.466  1.809  8.404
