state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   1.816  0.000  1.000  1.833  1.415  0.990  1.295  0.337  1.000  1.002 16.263
2Sing?Sym   2.403  0.887  1.023  2.003  1.009  0.005  1.004  0.000  1.051  1.160  5.201
3Sing?Sym   2.562  0.000  1.000  1.905  1.480  0.992  1.326  0.194  1.001  1.003 17.986
4Sing?Sym   2.813  0.000  1.000  2.093  1.699  0.878  1.414 -0.183  1.009  1.032 13.403
5Sing?Sym   3.164  0.000  1.000  2.371  1.314  0.740  1.241 -0.738  1.002  1.009  9.127
6Sing?Sym   3.190  0.000  1.000  2.040  1.185  0.155  1.159 -0.072  1.022  1.071  7.221
7Sing?Sym   3.216  0.000  1.000  2.001  1.002  0.002  1.002  0.000  1.017  1.055  6.121
8Sing?Sym   3.331  0.000  1.000  2.480  1.023  0.997  1.023 -0.958  1.000  1.000 13.461
9Sing?Sym   3.369  0.000  1.002  2.002  1.005  0.005  1.005 -0.001  1.213  1.428  4.709
10Sing?Sym  3.404  0.000  1.000  1.836  1.420  0.989  1.301  0.338  1.007  1.024 16.431
11Sing?Sym  3.453  0.000  1.001  2.012  1.029  0.028  1.028 -0.021  1.031  1.098  5.973
12Sing?Sym  3.473  0.000  1.000  2.000  1.001  0.001  1.001  0.001  1.027  1.076  6.222
13Sing?Sym  3.518  0.040  1.000  1.861  1.492  0.964  1.409  0.373  1.003  1.014 15.788
14Sing?Sym  3.550  0.001  1.000  2.003  1.008  0.007  1.007 -0.000  1.936  2.002  6.185
15Sing?Sym  3.568  0.008  1.001  2.073  1.225  0.187  1.186 -0.139  1.306  1.563  6.170
16Sing?Sym  3.592  0.002  1.001  2.034  1.083  0.079  1.086 -0.005  1.377  1.623  5.421
17Sing?Sym  3.687  1.200  1.006  1.850  2.023  0.516  1.949  0.454  1.060  1.210  6.013
18Sing?Sym  3.712  0.000  1.000  2.039  1.087  0.080  1.082 -0.066  1.059  1.152  6.037
19Sing?Sym  3.780  0.052  1.001  2.020  1.430  0.298  1.303 -0.036  1.233  1.473  9.132
20Sing?Sym  3.799  0.001  1.001  2.005  1.439  0.303  1.310 -0.005  1.682  1.896  9.412
