state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   0.674  0.001  1.001  1.565  1.152  0.866  1.133  0.865  1.002  1.007  9.430
2Sing?Sym   1.731  0.039  1.001  1.685  1.443  0.625  1.311  0.623  1.005  1.019  9.781
3Sing?Sym   2.175  0.791  1.031  1.986  1.028  0.023  1.024  0.016  1.061  1.176  5.445
4Sing?Sym   2.485  0.007  1.000  1.565  1.163  0.858  1.143  0.855  1.019  1.064  9.927
5Sing?Sym   2.531  0.398  1.004  1.520  1.261  0.791  1.261  0.766  1.017  1.063  8.620
6Sing?Sym   2.872  0.000  1.000  1.799  1.464  0.398  1.323  0.392  1.018  1.061  8.000
7Sing?Sym   2.918  0.000  1.000  1.997  1.007  0.007  1.007  0.003  1.013  1.041  6.399
8Sing?Sym   2.942  0.000  1.000  1.695  1.461  0.605  1.320  0.601  1.015  1.053  8.970
9Sing?Sym   3.017  0.006  1.000  1.566  1.158  0.861  1.139  0.860  1.010  1.035  8.790
10Sing?Sym  3.130  0.000  1.001  1.988  1.024  0.023  1.023  0.017  1.027  1.087  5.684
11Sing?Sym  3.174  0.000  1.002  1.998  1.004  0.004  1.004 -0.001  1.091  1.232  5.812
12Sing?Sym  3.176  0.000  1.000  1.999  1.002  0.002  1.002 -0.002  1.020  1.059  6.515
13Sing?Sym  3.341  0.016  1.001  1.896  1.229  0.179  1.217  0.048  1.339  1.608  6.371
14Sing?Sym  3.346  0.001  1.000  1.967  1.069  0.064  1.065  0.057  1.970  2.051  6.537
15Sing?Sym  3.400  0.000  1.000  1.908  1.213  0.182  1.181  0.168  1.229  1.483  6.700
16Sing?Sym  3.475  0.033  1.001  1.796  1.478  0.344  1.363  0.306  2.244  2.503  7.459
17Sing?Sym  3.509  0.018  1.001  1.765  1.532  0.411  1.418  0.352  2.070  2.500  8.133
18Sing?Sym  3.562  0.006  1.001  1.770  1.504  0.447  1.357  0.427  2.050  2.513  8.793
19Sing?Sym  3.590  0.060  1.003  1.987  1.026  0.024  1.024  0.010  1.541  1.908  5.507
20Sing?Sym  3.609  0.027  1.001  1.557  1.208  0.824  1.194  0.815  1.057  1.174  9.952
