state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   1.283  0.000  1.000  1.604  1.122  0.992  1.109  0.795  1.000  1.001 15.644
2Sing?Sym   2.394  0.001  1.000  1.683  1.246  0.968  1.198  0.638  1.007  1.025 15.944
3Sing?Sym   2.399  1.013  1.022  1.996  1.025  0.008  1.006  0.002  1.065  1.199  5.230
4Sing?Sym   2.871  0.000  1.000  1.606  1.126  0.991  1.114  0.796  1.013  1.041 15.817
5Sing?Sym   2.981  0.097  1.000  1.607  1.241  0.940  1.243  0.791  1.004  1.018 14.911
6Sing?Sym   2.991  0.000  1.000  1.538  1.047  0.989  1.045  0.927  1.001  1.005 15.257
7Sing?Sym   3.037  0.000  1.000  1.585  1.132  0.942  1.117  0.834  1.006  1.022 15.353
8Sing?Sym   3.117  1.153  1.007  1.299  1.460  0.289  1.385  0.213  1.052  1.176  7.031
9Sing?Sym   3.124  0.002  1.000  1.549  1.077  0.962  1.072  0.902  1.007  1.027 18.823
10Sing?Sym  3.143  0.000  1.000  1.984  1.354  0.257  1.266  0.038  1.025  1.079  9.131
11Sing?Sym  3.184  0.001  1.000  2.258  1.555  0.745  1.359 -0.513  1.006  1.025  9.530
12Sing?Sym  3.219  0.000  1.000  2.000  1.001  0.001  1.001  0.001  1.016  1.050  6.117
13Sing?Sym  3.357  0.000  1.000  1.603  1.121  0.992  1.110  0.801  1.000  1.002 15.343
14Sing?Sym  3.369  0.000  1.002  2.002  1.010  0.010  1.010 -0.001  1.216  1.433  4.782
15Sing?Sym  3.432  0.000  1.000  1.963  1.740  0.455  1.428  0.077  1.023  1.079  9.650
16Sing?Sym  3.474  0.000  1.001  1.956  1.342  0.253  1.256  0.091  1.053  1.163  8.645
17Sing?Sym  3.477  0.000  1.000  1.997  1.024  0.023  1.023  0.009  1.033  1.103  6.465
18Sing?Sym  3.550  0.000  1.000  2.003  1.007  0.006  1.006 -0.000  1.936  1.994  6.181
19Sing?Sym  3.585  0.001  1.000  2.011  1.054  0.052  1.055  0.024  1.596  1.807  5.567
20Sing?Sym  3.617  0.016  1.001  2.014  1.343  0.254  1.271 -0.010  1.587  1.841  7.268
