state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   2.874  1.529  1.017  1.826  2.770  0.626  2.729  0.240  1.031  1.106  5.983
2Sing?Sym   3.600  0.034  1.003  1.915  2.672  0.726  2.592  0.035  1.248  1.479  7.353
3Sing?Sym   3.631  0.001  1.002  1.946  2.424  0.694  2.287  0.049  1.167  1.376  7.042
4Sing?Sym   3.760  0.014  1.002  1.825  2.584  0.652  2.580  0.150  1.399  1.641  6.877
5Sing?Sym   4.094  0.000  1.007  2.043  2.857  0.609  2.733  0.208  1.980  2.227  4.704
6Sing?Sym   4.189  0.006  1.008  2.013  2.968  0.584  2.815  0.009  1.957  2.270  4.653
7Sing?Sym   4.314  0.000  1.000  2.082  2.060  0.616  1.690  0.000  1.003  1.012  4.845
8Sing?Sym   4.594  0.002  1.002  1.972  2.218  0.654  2.040  0.051  1.782  2.254  7.275
9Sing?Sym   4.625  0.000  1.000  1.691  2.007  0.520  1.983  0.296  1.012  1.043  4.946
10Sing?Sym  4.730  0.044  1.002  1.778  2.704  0.599  2.560  0.101  2.310  2.582  5.950
11Sing?Sym  4.762  0.029  1.005  2.012  2.887  0.697  2.801  0.197  2.359  2.718  5.758
12Sing?Sym  4.796  0.000  1.000  1.601  2.233  0.463  1.978 -0.015  1.084  1.199  5.450
13Sing?Sym  4.871  0.000  1.000  1.959  2.683  0.598  2.619  0.325  1.103  1.230  5.671
14Sing?Sym  4.907  0.061  1.002  1.821  2.792  0.716  2.727  0.010  1.433  1.872  7.857
15Sing?Sym  5.004  0.070  1.003  1.906  2.332  0.793  2.026  0.011  1.726  2.061  8.424
16Sing?Sym  5.055  0.015  1.002  1.773  2.581  0.680  2.589  0.079  2.254  2.749  7.609
17Sing?Sym  5.174  0.003  1.004  1.800  2.769  0.487  2.235 -0.036  2.612  3.390  4.941
18Sing?Sym  5.224  0.024  1.004  1.815  2.765  0.567  2.519  0.190  3.069  3.807  6.034
19Sing?Sym  5.344  0.021  1.002  2.048  2.575  0.639  2.519  0.305  2.697  3.306  6.296
20Sing?Sym  5.383  0.003  1.001  2.069  2.588  0.650  2.555  0.298  2.547  3.012  5.895
