state       dE(eV)    f     Om    POS     PR     CT    COH   CTnt  PRNTO   Z_HE  RMSeh
---------------------------------------------------------------------------------------
1Sing?Sym   0.783  0.001  1.001  1.908  1.618  0.922  1.384  0.182  1.001  1.006 12.174
2Sing?Sym   2.073  0.000  1.000  1.721  1.524  0.652  1.346  0.557  1.001  1.006 14.890
3Sing?Sym   2.165  1.161  1.031  1.997  1.044  0.022  1.016 -0.001  1.104  1.273  5.315
4Sing?Sym   2.203  0.000  1.000  2.150  1.549  0.922  1.357 -0.302  1.000  1.001  9.796
5Sing?Sym   2.476  0.002  1.000  1.843  1.562  0.911  1.361  0.312  1.082  1.189 12.959
6Sing?Sym   2.480  0.584  1.006  1.905  1.865  0.833  1.783  0.179  1.069  1.196 10.287
7Sing?Sym   2.614  0.001  1.000  1.903  1.621  0.918  1.389  0.190  1.092  1.213 12.420
8Sing?Sym   2.903  0.000  1.000  2.000  1.001  0.001  1.001 -0.000  1.013  1.040  6.329
9Sing?Sym   2.988  0.000  1.000  2.050  1.123  0.111  1.112 -0.100  1.015  1.047  6.365
10Sing?Sym  3.067  0.000  1.001  2.058  2.354  0.589  2.357  0.297  1.009  1.035  4.522
11Sing?Sym  3.101  0.010  1.000  1.910  1.631  0.917  1.397  0.172  1.007  1.026 11.494
12Sing?Sym  3.134  0.001  1.001  1.998  1.010  0.010  1.010  0.002  1.025  1.082  6.210
13Sing?Sym  3.162  0.000  1.000  2.000  1.001  0.001  1.001 -0.000  1.020  1.060  6.476
14Sing?Sym  3.175  0.000  1.002  1.999  1.005  0.005  1.005  0.000  1.122  1.284  5.230
15Sing?Sym  3.275  0.393  1.010  1.838  2.578  0.665  2.521 -0.087  1.289  1.693  9.033
16Sing?Sym  3.310  0.002  1.001  2.001  1.123  0.108  1.113  0.004  1.356  1.613  6.284
17Sing?Sym  3.380  0.000  1.000  1.999  1.004  0.003  1.003 -0.000  1.935  2.000  6.119
18Sing?Sym  3.532  0.013  1.002  1.888  1.406  0.311  1.308  0.221  1.432  1.717  9.359
19Sing?Sym  3.559  0.000  1.000  2.109  2.199  0.771  2.186 -0.361  1.009  1.033  6.563
20Sing?Sym  3.589  0.055  1.003  1.999  1.008  0.008  1.008  0.000  1.418  1.695  5.364
