,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,74,1196.357787199998,-5.9274560054415,-1.239206475177,-65700.07373335732,[ 0.2902 -0.6572 -0.4023],,"[2.0226 0.2349 0.0024 0.0093 0.0215 0.0158 0.0023 0.0497 0.0269 0.0036
 0.2934 0.009  0.035  0.0064 0.1104 0.1036 0.0845 0.0381 0.0621 0.085
 2.0226 0.2349 0.0024 0.0093 0.0215 0.0158 0.0023 0.0497 0.0269 0.0036
 0.2934 0.009  0.035  0.0064 0.1104 0.1036 0.0845 0.0381 0.0621 0.085 ]"
