fragments
"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 38, 39, 40, 41, 42]"
"[3, 2, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 16, 17, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
"[0, 1]"
