fragments
"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 28, 29, 30, 31, 32]"
"[7, 8, 9, 10, 11, 3, 4, 5, 6, 24, 25, 26, 27]"
"[0, 1, 2, 12]"
