fragments
"[9, 8, 15, 14, 10, 11, 12, 13, 29, 30, 31]"
"[0, 1, 2, 3, 4, 5, 6, 7, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 32, 33, 34, 35]"
