fragments
"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 28, 29, 30, 31, 32]"
"[6, 7, 8, 9, 10, 2, 3, 4, 5, 24, 25, 26, 27]"
"[0, 1, 22, 23]"
