fragments
"[0, 1, 2, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 41, 42, 43, 40, 39, 16, 15, 14, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 67, 68, 69, 70, 71, 72, 73]"
"[22, 21, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 35, 36, 56, 57, 58, 59, 60, 61, 62, 63, 64]"
"[17, 18, 19, 20, 37, 38, 54, 55, 65, 66]"
