fragments
"[10, 11, 12, 13, 14, 15, 16, 17, 28, 29, 30]"
"[0, 1, 2, 3, 4, 5, 20, 21, 22, 23, 24, 25, 33]"
"[6, 7, 8, 9, 18, 19, 26, 27, 31, 32]"
