fragments
"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 31, 32, 33, 34, 35]"
"[0, 1, 2, 3, 4, 5, 23, 24, 25, 26, 27, 28, 38]"
"[6, 7, 8, 9, 21, 22, 29, 30, 36, 37]"
