fragments
"[13, 12, 19, 18, 14, 15, 16, 17, 37, 38, 39]"
"[0, 1, 2, 3, 4, 5, 6, 7, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45]"
"[8, 9, 10, 11, 20, 21, 35, 36, 40, 41]"
