name,smiles string
ZC-DPA-m,CCc3c(C)c4c(c2ccc(C#Cc1cccc(C)c1)cc2)c9[C@@H](C)[C@H](CCC(=O)OC)c8c6CC(=O)c7c(C)c5cc%11c(CC)c(C)c%10cc3n4[Zn](n5c67)([n+]89)[n+]%10%11
