name,smiles string
Thienothiophene,c2cc1sccc1s2
Benzothiazole,c2ccc1scnc1c2
Thienothiophene,c2cc1sccc1s2
Benzothiazole,c2ccc1scnc1c2
Thienothiophene,c2cc1sccc1s2
Benzothiazole,c2ccc1scnc1c2
Thienothiophene,c2cc1sccc1s2
Benzothiazole,c2ccc1scnc1c2
