,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,51,908.1699872000008,-4.9521999652495,-2.192149179628,-54119.57647952926,[ 1.5777 -1.2932 -0.4608],,
