,n_atoms,molecular_mass,homo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,26,404.1565000000002,-5.4098954617905,-16759.637807385094,[ 0.  0. -0.],,"[3.186e-01 3.000e-04 0.000e+00 0.000e+00 2.601e-01 0.000e+00 0.000e+00
 5.653e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 4.500e-03 1.000e-04 9.857e-01 3.186e-01
 3.000e-04 0.000e+00 0.000e+00 2.601e-01 0.000e+00 0.000e+00 5.653e-01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 4.500e-03 1.000e-04 9.857e-01]"
