,n_atoms,molecular_mass,homo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,35,422.27894160000045,-5.877931284650501,-25117.47643391398,[-1.8896 -0.3952 -0.5038],,
