fragments
"[0, 1, 2, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 35, 36, 37, 34, 33, 16, 15, 14, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 57, 58, 59, 60, 61, 62, 63]"
"[18, 17, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 31, 32, 48, 49, 50, 51, 52, 53, 54, 55, 56]"
