,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,47,798.2163416000008,-4.746209780421,-2.2397691034655,-41643.49414698493,[ 0.     0.    -3.019],,[]
