,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,54,940.2533128000009,-6.138616353429501,-3.9304124566220002,-42582.357994558326,[ 0.6752 -0.0526  0.0126],,[]
