,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,16,331.9821872000001,-10.655434157879,-6.7530494278585005,-30059.71789948923,[ 7.3767 -5.2344 -0.0274],,
