,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,17,355.9821872000001,-5.470304736601499,-1.2068249269675,-31103.837923530373,[ 1.1400e-02  1.7085e+00 -1.0000e-03],,
