,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,26,593.9481288000004,-5.897251368036,-2.3423560251040003,-49668.61387268213,[ 1.2891  0.9531 -0.    ],,
