,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,109,1856.4858999999972,-4.9165530508340005,-4.0068764486125,-96767.83964077267,[0.0859 0.6482 0.7226],,"[0.0000e+00 4.0000e-04 0.0000e+00 9.8540e-01 5.0000e-03 0.0000e+00
 1.0000e-04 0.0000e+00 2.0000e-04 1.2855e+00 2.0000e-04 0.0000e+00
 0.0000e+00 3.0000e-04 2.4500e-01 1.6000e-03 9.0000e-04 1.0000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 4.0000e-04 0.0000e+00 9.8540e-01
 5.0000e-03 0.0000e+00 1.0000e-04 0.0000e+00 2.0000e-04 1.2855e+00
 2.0000e-04 0.0000e+00 0.0000e+00 3.0000e-04 2.4500e-01 1.6000e-03
 9.0000e-04 1.0000e-04 0.0000e+00 0.0000e+00]"
