,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,89,1552.360699999998,-4.820768975458001,-4.069190520377,-84189.88974349965,[-0.5037  0.9889  1.638 ],,[]
