,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,40,644.1699872000008,-9.1041130961785,-5.5650003565755,-42703.91702882584,[15.9569 -5.5872 12.891 ],,
