,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,12,279.95088720000007,-5.67629492143,-1.3336299813005,-27959.61468400608,[ 0.  0. -0.],,"[2.689e-01 0.000e+00 8.400e-02 5.000e-04 0.000e+00 0.000e+00 2.000e-04
 0.000e+00 0.000e+00 7.100e-03 0.000e+00 2.000e-04 0.000e+00 3.440e-02
 1.000e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.689e-01
 0.000e+00 8.400e-02 5.000e-04 0.000e+00 0.000e+00 2.000e-04 0.000e+00
 0.000e+00 7.100e-03 0.000e+00 2.000e-04 0.000e+00 3.440e-02 1.000e-04
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]"
