,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,32,460.2191000000003,-6.0515399212695,-1.2862821713135,-18899.06212391011,[-0.0002  0.0001 -0.0002],,
