,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,38,560.2504000000008,-4.937777931173001,-2.509978157012,-23079.78380530456,[ 0.0556  0.02   -0.0401],,"[0.3753 0.0156 0.0098 0.3429 0.0029 0.0043 0.0023 0.022  0.687  0.0036
 0.0713 0.0495 0.0689 0.0141 0.0047 0.0092 0.0197 0.3438 0.3235 0.0047
 0.3753 0.0156 0.0098 0.3429 0.0029 0.0043 0.0023 0.022  0.687  0.0036
 0.0713 0.0495 0.0689 0.0141 0.0047 0.0092 0.0197 0.3438 0.3235 0.0047]"
