,n_atoms,molecular_mass,homo_energy,lumo_energy,scf_energy,dipole_moment,excited_state_energy,oscillator_strength
0,61,1188.1415999999986,-5.677111262981501,-4.0139514087255,-69439.58594457817,[-0.5068 -0.5184 -1.7241],,
